package,version,changes,new_tree,error
molecule-docker,0.3.3,"[['Change molecule version from 3.2.0a0 to 3.1.4'], ['Remove molecule']]","[{'selinux': '0.2.1', 'molecule': '3.1.4', 'docker': '4.3.1', 'distro': '1.5.0', 'setuptools': '50.3.2', 'six': '1.15.0', 'requests': '2.24.0', 'chardet': '3.0.4', 'idna': '2.10', 'urllib3': '1.25.11', 'certifi': '2020.4.5.2'}, {'selinux': '0.2.1', 'docker': '4.3.1', 'distro': '1.5.0', 'setuptools': '50.3.2', 'six': '1.15.0', 'requests': '2.24.0', 'chardet': '3.0.4', 'idna': '2.10', 'urllib3': '1.25.11', 'certifi': '2020.4.5.2'}]",
music-assistant,0.0.82,"[['Change unidecode version from 1.1.2 to 0.04.6', 'Remove pytaglib'], ['Migrate unidecode to text-unidecode', 'Remove pytaglib'], ['Remove unidecode', 'Remove pytaglib']]","[{'ujson': '4.0.1', 'soco': '0.20', 'asyncio-throttle': '1.0.1', 'pyjwt': '2.0.0', 'uvloop': '0.14.0', 'cryptography': '3.3.1', 'argparse': '1.4.0', 'zeroconf': '0.28.7', 'mashumaro': '1.17', 'pychromecast': '7.7.1', 'unidecode': '0.04.6', 'aiorun': '2020.11.1', 'aiofile': '3.3.3', 'memory-tempfile': '2.2.3', 'passlib': '1.7.4', 'pillow': '8.0.1', 'requests': '2.25.1', 'xmltodict': '0.12.0', 'six': '1.15.0', 'cffi': '1.14.4', 'ifaddr': '0.1.7', 'caio': '0.6.3', 'chardet': '4.0.0', 'idna': '2.10', 'urllib3': '1.26.2', 'certifi': '2020.12.5', 'pycparser': '2.20'}, {'ujson': '4.0.1', 'soco': '0.20', 'asyncio-throttle': '1.0.1', 'pyjwt': '2.0.0', 'uvloop': '0.14.0', 'cryptography': '3.3.1', 'argparse': '1.4.0', 'zeroconf': '0.28.7', 'mashumaro': '1.17', 'pychromecast': '7.7.1', 'aiorun': '2020.11.1', 'aiofile': '3.3.3', 'memory-tempfile': '2.2.3', 'passlib': '1.7.4', 'pillow': '8.0.1', 'text-unidecode': '1.3', 'requests': '2.25.1', 'xmltodict': '0.12.0', 'six': '1.15.0', 'cffi': '1.14.4', 'ifaddr': '0.1.7', 'caio': '0.6.3', 'chardet': '4.0.0', 'idna': '2.10', 'urllib3': '1.26.2', 'certifi': '2020.12.5', 'pycparser': '2.20'}, {'ujson': '4.0.1', 'soco': '0.20', 'asyncio-throttle': '1.0.1', 'pyjwt': '2.0.0', 'uvloop': '0.14.0', 'cryptography': '3.3.1', 'argparse': '1.4.0', 'zeroconf': '0.28.7', 'mashumaro': '1.17', 'pychromecast': '7.7.1', 'aiorun': '2020.11.1', 'aiofile': '3.3.3', 'memory-tempfile': '2.2.3', 'passlib': '1.7.4', 'pillow': '8.0.1', 'requests': '2.25.1', 'xmltodict': '0.12.0', 'six': '1.15.0', 'cffi': '1.14.4', 'ifaddr': '0.1.7', 'caio': '0.6.3', 'chardet': '4.0.0', 'idna': '2.10', 'urllib3': '1.26.2', 'certifi': '2020.12.5', 'pycparser': '2.20'}]",
music-assistant,0.2.13,"[['Migrate unidecode to text-unidecode', 'Remove pytaglib']]","[{'ujson': '4.2.0', 'soco': '0.24.1', 'aiofiles': '0.7.0', 'asyncio-throttle': '1.0.2', 'python-slugify': '5.0.2', 'pyjwt': '2.3.0', 'uvloop': '0.16.0', 'cryptography': '35.0.0', 'argparse': '1.4.0', 'zeroconf': '0.36.13', 'aiosqlite': '0.17.0', 'mashumaro': '2.9', 'pychromecast': '10.1.0', 'aiorun': '2021.10.1', 'async-timeout': '4.0.1', 'memory-tempfile': '2.2.3', 'passlib': '1.7.4', 'pillow': '8.4.0', 'text-unidecode': '1.3', 'requests': '2.26.0', 'xmltodict': '0.12.0', 'ifaddr': '0.1.7', 'cffi': '1.15.0', 'msgpack': '1.0.2', 'pyyaml': '6.0', 'typing-extensions': '4.0.0', 'protobuf': '3.19.1', 'casttube': '0.2.0', 'urllib3': '1.26.7', 'certifi': '2021.10.8', 'charset-normalizer': '2.0.7', 'idna': '3.3', 'pycparser': '2.20'}]",
music-assistant,1.8.6,[['Migrate unidecode to text-unidecode']],"[{'aiofiles': '0.8.0', 'asyncio-throttle': '1.0.2', 'databases': '0.6.1', 'memory-tempfile': '2.2.3', 'pytube': '12.1.0', 'python-slugify': '6.1.2', 'aiohttp': '3.8.1', 'xmltodict': '0.13.0', 'async-timeout': '4.0.2', 'pillow': '9.2.0', 'aiosqlite': '0.17.0', 'mashumaro': '3.0.4', 'ytmusicapi': '0.22.0', 'text-unidecode': '1.3', 'sqlalchemy': '1.4.40', 'attrs': '22.1.0', 'charset-normalizer': '2.1.0', 'multidict': '6.0.2', 'yarl': '1.8.1', 'frozenlist': '1.3.1', 'aiosignal': '1.2.0', 'typing-extensions': '4.3.0', 'requests': '2.28.1', 'greenlet': '1.1.2', 'idna': '3.3', 'urllib3': '1.26.11', 'certifi': '2022.6.15'}]",
mysql,0.0.3,"[['Migrate mysqlclient to pymysql'], ['Remove mysqlclient']]","[{'pymysql': '1.0.2'}, {}]",
netcdf4,1.5.5.1,[['Migrate cftime to netcdf4']],"[{'numpy': '1.19.4', 'netcdf4': '1.5.5.1'}]",
njsscan,0.1.9,"[['Change libsast version from 1.3.5 to 1.2.3', 'Remove jschema-to-python', 'Remove sarif-om'], ['Remove jschema-to-python', 'Remove sarif-om', 'Remove libsast']]","[{'libsast': '1.2.3', 'colorama': '0.4.4', 'tabulate': '0.8.7'}, {'colorama': '0.4.4', 'tabulate': '0.8.7'}]",
notifiers,1.0.3,"[['Change rfc3987 version from 1.3.8 to 1.3.4'], ['Remove rfc3987']]","[{'rfc3987': '1.3.4', 'requests': '2.20.1', 'certifi': '2018.4.16', 'urllib3': '1.23', 'jsonschema': '2.6.0', 'click': '7.0', 'chardet': '3.0.4', 'idna': '2.7'}, {'requests': '2.20.1', 'certifi': '2018.4.16', 'urllib3': '1.23', 'jsonschema': '2.6.0', 'click': '7.0', 'chardet': '3.0.4', 'idna': '2.7'}]",
notifiers,1.2.1,"[['Change rfc3987 version from 1.3.8 to 1.3.4'], ['Remove rfc3987']]","[{'click': '7.0', 'rfc3987': '1.3.4', 'requests': '2.22.0', 'jsonschema': '3.0.2', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.25.6', 'certifi': '2019.9.11', 'attrs': '19.2.0', 'pyrsistent': '0.15.3', 'setuptools': '41.2.0', 'six': '1.12.0'}, {'click': '7.0', 'requests': '2.22.0', 'jsonschema': '3.0.2', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.25.6', 'certifi': '2019.9.11', 'attrs': '19.2.0', 'pyrsistent': '0.15.3', 'setuptools': '41.2.0', 'six': '1.12.0'}]",
office365,0.3.1,"[['Change pysubtypes version from 0.3.3 to 0.3.2', 'Change cursor version from 1.3.4 to 1.2.0', 'Remove pyiotools'], ['Remove pysubtypes', 'Remove pyiotools', 'Remove pathmagic', 'Remove pymiscutils']]","[{'pymiscutils': '0.3.1', 'pathmagic': '0.3.1', 'pysubtypes': '0.3.2', 'maybe-else': '0.2.1', 'o365': '2.0.5', 'colorama': '0.4.3', 'cryptography': '2.8', 'cursor': '1.2.0', 'dill': '0.3.1.1', 'django': '3.0', 'readchar': '2.0.1', 'pyinstrument': '3.1.0', 'pillow': '6.2.1', 'pypdf2': '1.26.0', 'appdirs': '1.4.3', 'bs4': '0.0.1', 'docx': '0.2.4', 'moviepy': '1.0.0', 'pydub': '0.23.1', 'aenum': '2.2.3', 'colour': '0.1.5', 'clipboard': '0.0.4', 'inflect': '3.0.2', 'numpy': '1.17.4', 'pandas': '0.25.3', 'parsedatetime': '2.5', 'regex': '2019.11.1', 'tabulate': '0.8.6', 'requests': '2.22.0', 'requests-oauthlib': '1.3.0', 'python-dateutil': '2.8.1', 'pytz': '2019.1', 'tzlocal': '2.0.0', 'beautifulsoup4': '4.8.1', 'stringcase': '1.2.0', 'sqlparse': '0.3.0', 'asgiref': '3.2.3', 'pyinstrument-cext': '0.2.2', 'importlib-metadata': '1.2.0', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.25.7', 'certifi': '2019.11.28', 'six': '1.12.0', 'soupsieve': '1.9.3', 'zipp': '0.6.0', 'more-itertools': '8.0.2'}, {'maybe-else': '0.2.1', 'o365': '2.0.5', 'requests': '2.22.0', 'requests-oauthlib': '1.3.0', 'python-dateutil': '2.8.1', 'pytz': '2019.1', 'tzlocal': '2.0.0', 'beautifulsoup4': '4.8.1', 'stringcase': '1.2.0', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.25.7', 'certifi': '2019.11.28', 'six': '1.12.0', 'soupsieve': '1.9.3'}]",
office365,0.3.13,"[['Change pymiscutils version from 0.3.11 to 0.3.4', 'Change cursor version from 1.3.4 to 1.2.0', 'Remove pyiotools'], ['Remove pyiotools', 'Remove pymiscutils']]","[{'pymiscutils': '0.3.4', 'azure-storage-blob': '12.6.0', 'pathmagic': '0.3.11', 'pysubtypes': '0.3.14', 'maybe-else': '0.2.1', 'o365': '2.0.11', 'numpy': '1.19.4', 'colorama': '0.4.4', 'cryptography': '3.2.1', 'cursor': '1.2.0', 'dill': '0.3.3', 'readchar': '2.0.1', 'pyinstrument': '3.2.0', 'azure-core': '1.9.0', 'msrest': '0.6.19', 'pandas': '1.1.4', 'pillow': '8.0.1', 'pypdf2': '1.26.0', 'appdirs': '1.4.4', 'bs4': '0.0.1', 'docx': '0.2.4', 'moviepy': '1.0.3', 'pydub': '0.24.1', 'send2trash': '1.5.0', 'simplejson': '3.17.2', 'requests': '2.25.0', 'requests-oauthlib': '1.3.0', 'python-dateutil': '2.8.1', 'pytz': '2020.4', 'tzlocal': '2.1', 'beautifulsoup4': '4.9.3', 'stringcase': '1.2.0', 'six': '1.15.0', 'cffi': '1.14.4', 'isodate': '0.6.0', 'certifi': '2020.11.8', 'chardet': '3.0.4', 'idna': '2.10', 'urllib3': '1.26.2', 'soupsieve': '2.0.1', 'pycparser': '2.20'}, {'azure-storage-blob': '12.6.0', 'pathmagic': '0.3.11', 'pysubtypes': '0.3.14', 'maybe-else': '0.2.1', 'o365': '2.0.11', 'azure-core': '1.9.0', 'msrest': '0.6.19', 'cryptography': '3.2.1', 'pandas': '1.1.4', 'pillow': '8.0.1', 'pypdf2': '1.26.0', 'appdirs': '1.4.4', 'bs4': '0.0.1', 'dill': '0.3.3', 'docx': '0.2.4', 'moviepy': '1.0.3', 'pydub': '0.24.1', 'send2trash': '1.5.0', 'simplejson': '3.17.2', 'requests': '2.25.0', 'requests-oauthlib': '1.3.0', 'python-dateutil': '2.8.1', 'pytz': '2020.4', 'tzlocal': '2.1', 'beautifulsoup4': '4.9.3', 'stringcase': '1.2.0', 'six': '1.15.0', 'isodate': '0.6.0', 'certifi': '2020.11.8', 'cffi': '1.14.4', 'numpy': '1.19.4', 'chardet': '3.0.4', 'idna': '2.10', 'urllib3': '1.26.2', 'soupsieve': '2.0.1', 'pycparser': '2.20'}]",
oletools,0.60,[['Remove pcodedmp']],"[{'msoffcrypto-tool': '4.8.0', 'easygui': '0.98.2', 'pyparsing': '2.4.7', 'colorclass': '2.2.0', 'olefile': '0.46'}]",
oletools,0.60.1,[['Remove pcodedmp']],"[{'msoffcrypto-tool': '4.12.0', 'easygui': '0.98.3', 'pyparsing': '2.4.7', 'colorclass': '2.2.2', 'olefile': '0.46', 'cryptography': '37.0.2', 'cffi': '1.15.0', 'pycparser': '2.20'}]",
openapi-core,0.12.0,[['Remove strict-rfc3339']],"[{'six': '1.12.0', 'attrs': '19.1.0', 'isodate': '0.6.0', 'openapi-spec-validator': '0.2.8', 'lazy-object-proxy': '1.4.2', 'jsonschema': '3.0.2', 'pyyaml': '5.1.2', 'pyrsistent': '0.15.3', 'setuptools': '41.2.0'}]",
openapi-core,0.7.1,[['Remove strict-rfc3339']],"[{'backports.functools-lru-cache': '1.5', 'enum34': '1.1.6', 'six': '1.11.0', 'attrs': '18.2.0', 'openapi-spec-validator': '0.2.4', 'lazy-object-proxy': '1.3.1', 'jsonschema': '2.6.0', 'pyyaml': '3.13'}]",
openapi-schema-validator,0.1.1,[['Remove strict-rfc3339']],"[{'jsonschema': '3.2.0', 'isodate': '0.6.0', 'six': '1.14.0', 'attrs': '19.3.0', 'pyrsistent': '0.15.7', 'setuptools': '45.2.0'}]",
optbinning,0.13.0,[['Remove ropwr']],"[{'tdigest': '0.5.2.2', 'scikit-learn': '1.0', 'pympler': '0.9', 'scipy': '1.7.0', 'numpy': '1.21.3', 'matplotlib': '3.4.3', 'pandas': '1.3.3', 'ortools': '9.1.9552', 'dill': '0.3.4', 'accumulation-tree': '0.6.1', 'pyudorandom': '1.0.0', 'joblib': '1.1.0', 'threadpoolctl': '3.0.0', 'cycler': '0.10.0', 'kiwisolver': '1.3.2', 'pillow': '8.4.0', 'pyparsing': '3.0.0', 'python-dateutil': '2.8.2', 'pytz': '2021.3', 'protobuf': '3.19.0', 'absl-py': '0.15.0', 'six': '1.16.0'}]",
optbinning,0.17.0,[['Remove ropwr']],"[{'scikit-learn': '1.1.3', 'scipy': '1.9.3', 'numpy': '1.23.3', 'matplotlib': '3.6.2', 'ortools': '9.4.1874', 'pandas': '1.5.1', 'joblib': '1.1.1', 'threadpoolctl': '3.1.0', 'contourpy': '1.0.6', 'cycler': '0.11.0', 'fonttools': '4.38.0', 'kiwisolver': '1.4.4', 'packaging': '21.3', 'pillow': '9.3.0', 'pyparsing': '3.0.9', 'python-dateutil': '2.8.2', 'absl-py': '1.2.0', 'protobuf': '4.21.9', 'pytz': '2022.6', 'six': '1.16.0'}]",
orbit-ml,1.0.10,[['Remove pystan']],"[{'seaborn': '0.11.0', 'scikit-learn': '0.23.2', 'python-dateutil': '2.8.1', 'pytz': '2020.4', 'tqdm': '4.51.0', 'scipy': '1.5.4', 'enum34': '1.1.6', 'matplotlib': '3.2.1', 'numpy': '1.19.4', 'statsmodels': '0.12.0', 'torch': '1.7.0', 'pandas': '1.1.4', 'six': '1.12.0', 'pyro-ppl': '1.5.0', 'joblib': '0.17.0', 'threadpoolctl': '2.1.0', 'patsy': '0.5.1', 'future': '0.18.2', 'typing-extensions': '3.7.4.3', 'dataclasses': '0.8', 'opt-einsum': '3.3.0', 'pyro-api': '0.1.2'}]",
orbit-ml,1.0.17,[['Remove pystan']],"[{'seaborn': '0.11.2', 'tqdm': '4.62.2', 'scipy': '1.7.0', 'matplotlib': '3.4.3', 'numpy': '1.21.2', 'statsmodels': '0.12.2', 'torch': '1.9.0', 'pandas': '1.3.2', 'arviz': '0.11.2', 'custom-inherit': '2.3.1', 'pyro-ppl': '1.7.0', 'cycler': '0.10.0', 'kiwisolver': '1.3.2', 'pillow': '8.3.1', 'pyparsing': '2.4.7', 'python-dateutil': '2.8.2', 'patsy': '0.5.1', 'typing-extensions': '3.10.0.1', 'pytz': '2021.1', 'setuptools': '57.4.0', 'packaging': '21.0', 'xarray': '0.19.0', 'netcdf4': '1.5.7', 'opt-einsum': '3.3.0', 'pyro-api': '0.1.2', 'six': '1.16.0', 'cftime': '1.5.0'}]",
orbit-ml,1.1.2,[['Remove pystan']],"[{'seaborn': '0.11.2', 'tqdm': '4.64.0', 'scipy': '1.8.0', 'matplotlib': '3.5.1', 'numpy': '1.22.3', 'statsmodels': '0.13.2', 'torch': '1.11.0', 'pandas': '1.4.2', 'arviz': '0.11.4', 'pyro-ppl': '1.8.0', 'cycler': '0.11.0', 'fonttools': '4.33.3', 'kiwisolver': '1.4.2', 'packaging': '21.3', 'pillow': '9.1.0', 'pyparsing': '3.0.8', 'python-dateutil': '2.8.2', 'patsy': '0.5.2', 'typing-extensions': '3.10.0.2', 'pytz': '2021.3', 'setuptools': '62.1.0', 'xarray': '2022.3.0', 'netcdf4': '1.5.8', 'opt-einsum': '3.3.0', 'pyro-api': '0.1.2', 'six': '1.16.0', 'cftime': '1.6.0'}]",
os-sys,2.1.4,"[['Change pyvalid version from 0.9.2 to 0.9', 'Remove mysql-connector', 'Remove auto-py-to-exe', 'Remove pyinstaller', 'Remove pygubu'], ['Remove pyvalid', 'Remove mysql-connector', 'Remove auto-py-to-exe', 'Remove pyinstaller', 'Remove pygubu']]","[{'pint': '0.8.1', 'eel': '0.12.0', 'netifaces': '0.10.9', 'pythongui': '0.0.2', 'selenium': '3.141.0', 'sqlparse': '0.3.0', 'pytest': '5.3.1', 'pyspeedtest': '1.2.7', 'pyvalid': '0.9', 'django': '3.0', 'send2trash': '1.5.0', 'matplotlib': '3.1.2', 'beautifulsoup4': '4.8.1', 'os-sys-php': '2019.10.13', 'pypiwin32': '223', 'extract-zip': '1.0.0', 'progress': '1.5', 'wifi': '0.3.8', 'python-dateutil': '2.7.5', 'jupyter': '1.0.0', 'pyyaml': '5.1.2', 'sqlalchemy': '1.3.11', 'geocoder': '1.38.0', 'pandas': '0.25.3', 'nltk': '3.4.5', 'wmi': '1.4.9', 'text-editor': '1.0.5', 'six': '1.12.0', 'pynput': '1.5.2', 'spacy': '2.2.0', 'cefpython3': '66.0', 'psutil': '5.6.7', 'tornado': '6.0.3', 'requests': '2.22.0', 'tqdm': '4.40.1', 'pytz': '2019.1', 'numpy': '1.17.4', 'mathparse': '0.1.1', 'progressbar': '2.5', 'tuspy': '0.2.3', 'os-sys': '2.1.4', 'py': '1.8.0', 'packaging': '19.2', 'attrs': '19.3.0', 'more-itertools': '8.0.2', 'pluggy': '0.13.1', 'wcwidth': '0.1.7', 'asgiref': '3.2.3', 'soupsieve': '1.9.3', 'pywin32': '227', 'murmurhash': '1.0.2', 'cymem': '2.0.3', 'preshed': '3.0.2', 'thinc': '7.1.1', 'blis': '0.4.1', 'plac': '0.9.6', 'wasabi': '0.4.2', 'srsly': '0.2.0', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.25.7', 'certifi': '2019.11.28', 'pyparsing': '2.4.5'}, {'pint': '0.8.1', 'eel': '0.12.0', 'netifaces': '0.10.9', 'pythongui': '0.0.2', 'selenium': '3.141.0', 'sqlparse': '0.3.0', 'pytest': '5.3.1', 'pyspeedtest': '1.2.7', 'django': '3.0', 'send2trash': '1.5.0', 'matplotlib': '3.1.2', 'beautifulsoup4': '4.8.1', 'os-sys-php': '2019.10.13', 'pypiwin32': '223', 'extract-zip': '1.0.0', 'progress': '1.5', 'wifi': '0.3.8', 'python-dateutil': '2.7.5', 'jupyter': '1.0.0', 'pyyaml': '5.1.2', 'sqlalchemy': '1.3.11', 'geocoder': '1.38.0', 'pandas': '0.25.3', 'nltk': '3.4.5', 'wmi': '1.4.9', 'text-editor': '1.0.5', 'six': '1.12.0', 'pynput': '1.5.2', 'spacy': '2.2.0', 'cefpython3': '66.0', 'psutil': '5.6.7', 'tornado': '6.0.3', 'requests': '2.22.0', 'tqdm': '4.40.1', 'pytz': '2019.1', 'numpy': '1.17.4', 'mathparse': '0.1.1', 'progressbar': '2.5', 'tuspy': '0.2.3', 'os-sys': '2.1.4', 'py': '1.8.0', 'packaging': '19.2', 'attrs': '19.3.0', 'more-itertools': '8.0.2', 'pluggy': '0.13.1', 'wcwidth': '0.1.7', 'asgiref': '3.2.3', 'soupsieve': '1.9.3', 'pywin32': '227', 'murmurhash': '1.0.2', 'cymem': '2.0.3', 'preshed': '3.0.2', 'thinc': '7.1.1', 'blis': '0.4.1', 'plac': '0.9.6', 'wasabi': '0.4.2', 'srsly': '0.2.0', 'chardet': '3.0.4', 'idna': '2.8', 'urllib3': '1.25.7', 'certifi': '2019.11.28', 'pyparsing': '2.4.5'}]",
parallel-ssh,1.9.1,"[['Migrate paramiko to fabric3'], ['Migrate paramiko to ssh'], ['Change paramiko version from 2.4.2 to 2.1.6'], ['Remove paramiko']]","[{'ssh2-python': '0.17.0', 'gevent': '1.3.7', 'fabric3': '1.14.post1', 'greenlet': '0.4.15'}, {'ssh2-python': '0.17.0', 'gevent': '1.3.7', 'ssh': '1.8.0', 'greenlet': '0.4.15'}, {'ssh2-python': '0.17.0', 'gevent': '1.3.7', 'paramiko': '2.1.6', 'greenlet': '0.4.15', 'cryptography': '2.3.1', 'pyasn1': '0.4.4'}, {'ssh2-python': '0.17.0', 'gevent': '1.3.7', 'greenlet': '0.4.15'}]",
pathmagic,0.3.1,"[['Change pysubtypes version from 0.3.3 to 0.3.2'], ['Remove pysubtypes']]","[{'pydub': '0.23.1', 'appdirs': '1.4.3', 'pysubtypes': '0.3.2', 'bs4': '0.0.1', 'moviepy': '1.0.0', 'pillow': '6.2.1', 'docx': '0.2.4', 'dill': '0.3.1.1', 'maybe-else': '0.2.1', 'pypdf2': '1.26.0', 'aenum': '2.2.3', 'colour': '0.1.5', 'clipboard': '0.0.4', 'django': '3.0', 'inflect': '3.0.2', 'numpy': '1.17.4', 'pandas': '0.25.3', 'parsedatetime': '2.5', 'regex': '2019.11.1', 'tabulate': '0.8.6', 'pytz': '2019.1', 'sqlparse': '0.3.0', 'asgiref': '3.2.3', 'importlib-metadata': '1.2.0', 'python-dateutil': '2.8.1', 'zipp': '0.6.0', 'six': '1.12.0', 'more-itertools': '8.0.2'}, {'pydub': '0.23.1', 'appdirs': '1.4.3', 'bs4': '0.0.1', 'moviepy': '1.0.0', 'pillow': '6.2.1', 'docx': '0.2.4', 'dill': '0.3.1.1', 'maybe-else': '0.2.1', 'pypdf2': '1.26.0'}]",
pathmagic,0.3.14,"[['Change pysubtypes version from 0.3.18 to 0.3.14'], ['Remove pysubtypes']]","[{'pydub': '0.24.1', 'simplejson': '3.17.2', 'python-docx': '0.8.10', 'appdirs': '1.4.4', 'pysubtypes': '0.3.14', 'bs4': '0.0.1', 'send2trash': '1.5.0', 'moviepy': '1.0.3', 'pillow': '8.1.0', 'dill': '0.3.3', 'pandas': '1.2.1', 'maybe-else': '0.2.1', 'pypdf2': '1.26.0', 'python-dateutil': '2.8.1', 'pytz': '2021.1', 'numpy': '1.20.0', 'six': '1.15.0'}, {'pydub': '0.24.1', 'simplejson': '3.17.2', 'python-docx': '0.8.10', 'appdirs': '1.4.4', 'bs4': '0.0.1', 'send2trash': '1.5.0', 'moviepy': '1.0.3', 'pillow': '8.1.0', 'dill': '0.3.3', 'pandas': '1.2.1', 'maybe-else': '0.2.1', 'pypdf2': '1.26.0', 'python-dateutil': '2.8.1', 'pytz': '2021.1', 'numpy': '1.20.0', 'six': '1.15.0'}]",
pdm,0.0.0,"[['Remove python-cfonts'], ['Remove python-cfonts'], ['Remove python-cfonts']]","[{'appdirs': '1.4.3', 'tomlkit': '0.5.8', 'pep517': '0.7.0', 'pythonfinder': '1.2.1', 'click': '7.0', 'keyring': '21.0.0', 'distlib': '0.3.0', 'pip-api': '0.0.1', 'toml': '0.10.0', 'zipp': '0.6.0', 'attrs': '19.3.0', 'cached-property': '1.4.3', 'crayons': '0.3.0', 'six': '1.12.0', 'packaging': '19.2', 'secretstorage': '3.1.1', 'more-itertools': '8.0.2', 'colorama': '0.4.3', 'pyparsing': '2.4.6', 'cryptography': '2.8', 'jeepney': '0.4.1'}, {'appdirs': '1.4.3', 'tomlkit': '0.5.8', 'pep517': '0.7.0', 'pythonfinder': '1.2.1', 'click': '7.0', 'keyring': '21.0.0', 'distlib': '0.3.0', 'pip': '19.3.1', 'toml': '0.10.0', 'zipp': '0.6.0', 'attrs': '19.3.0', 'cached-property': '1.4.3', 'crayons': '0.3.0', 'six': '1.12.0', 'packaging': '19.2', 'secretstorage': '3.1.1', 'more-itertools': '8.0.2', 'colorama': '0.4.3', 'pyparsing': '2.4.6', 'cryptography': '2.8', 'jeepney': '0.4.1'}, {'appdirs': '1.4.3', 'tomlkit': '0.5.8', 'pep517': '0.7.0', 'pythonfinder': '1.2.1', 'click': '7.0', 'keyring': '21.0.0', 'distlib': '0.3.0', 'toml': '0.10.0', 'zipp': '0.6.0', 'attrs': '19.3.0', 'cached-property': '1.4.3', 'crayons': '0.3.0', 'six': '1.12.0', 'packaging': '19.2', 'secretstorage': '3.1.1', 'more-itertools': '8.0.2', 'colorama': '0.4.3', 'pyparsing': '2.4.6', 'cryptography': '2.8', 'jeepney': '0.4.1'}]",
phik,0.9.7,"[['Change pytest-pylint version from 0.13.0 to 0.12.2'], ['Remove pytest-pylint']]","[{'jupyter-client': '5.2.4', 'nbconvert': '5.4.0', 'scipy': '1.2.0', 'matplotlib': '3.0.2', 'numpy': '1.15.4', 'numba': '0.41.0', 'pandas': '0.23.4', 'pytest': '4.0.2', 'pytest-pylint': '0.12.2', 'traitlets': '4.3.2', 'jupyter-core': '4.4.0', 'pyzmq': '17.1.2', 'python-dateutil': '2.7.5', 'tornado': '5.1.1', 'mistune': '0.8.4', 'jinja2': '2.10', 'pygments': '2.3.1', 'nbformat': '4.4.0', 'entrypoints': '0.2.3', 'bleach': '3.0.2', 'pandocfilters': '1.4.2', 'testpath': '0.4.2', 'defusedxml': '0.5.0', 'py': '1.7.0', 'six': '1.12.0', 'setuptools': '40.6.3', 'attrs': '18.2.0', 'more-itertools': '5.0.0', 'atomicwrites': '1.2.1', 'pluggy': '0.8.0', 'decorator': '4.3.0', 'markupsafe': '1.1.0', 'jsonschema': '2.6.0', 'webencodings': '0.5'}, {'jupyter-client': '5.2.4', 'nbconvert': '5.4.0', 'scipy': '1.2.0', 'matplotlib': '3.0.2', 'numpy': '1.15.4', 'numba': '0.41.0', 'pandas': '0.23.4', 'pytest': '4.0.2', 'traitlets': '4.3.2', 'jupyter-core': '4.4.0', 'pyzmq': '17.1.2', 'python-dateutil': '2.7.5', 'tornado': '5.1.1', 'mistune': '0.8.4', 'jinja2': '2.10', 'pygments': '2.3.1', 'nbformat': '4.4.0', 'entrypoints': '0.2.3', 'bleach': '3.0.2', 'pandocfilters': '1.4.2', 'testpath': '0.4.2', 'defusedxml': '0.5.0', 'py': '1.7.0', 'six': '1.12.0', 'setuptools': '40.6.3', 'attrs': '18.2.0', 'more-itertools': '5.0.0', 'atomicwrites': '1.2.1', 'pluggy': '0.8.0', 'decorator': '4.3.0', 'markupsafe': '1.1.0', 'jsonschema': '2.6.0', 'webencodings': '0.5'}]",
prospector,1.1.3,[['Migrate pylint to flake8']],"[{'pylint-plugin-utils': '0.4', 'mccabe': '0.6.1', 'pyyaml': '3.13', 'pyflakes': '1.6.0', 'pep8-naming': '0.7.0', 'requirements-detector': '0.6', 'pydocstyle': '2.1.1', 'pycodestyle': '2.3.1', 'flake8': '3.5.0', 'flake8-polyfill': '1.0.2'}]",
pulp,2.4,[['Remove amply']],[{}],
py7zr,0.11.1,"[['Change pycryptodome version from 3.9.9 to 3.8.0'], ['Migrate pycryptodome to m2crypto'], ['Migrate pycryptodome to pyaes'], ['Migrate pycryptodome to hashlib'], ['Migrate pycryptodome to cryptography']]","[{'texttable': '1.6.3', 'pycryptodome': '3.8.0'}, {'texttable': '1.6.3', 'm2crypto': '0.24.0'}, {'texttable': '1.6.3', 'pyaes': '1.6.1'}, {'texttable': '1.6.3', 'hashlib': '20081119'}, {'texttable': '1.6.3', 'cryptography': '38.0.3'}]",
py7zr,0.18.12,"[['Change zipfile-deflate64 version from 0.2.0 to 0.0'], ['Remove zipfile-deflate64']]","[{'brotli': '1.0.9', 'pybcj': '1.0.1', 'psutil': '5.9.3', 'texttable': '1.6.4', 'zipfile-deflate64': '0.0', 'multivolumefile': '0.2.3', 'pyppmd': '0.18.3', 'pycryptodomex': '3.15.0', 'pyzstd': '0.15.3'}, {'brotli': '1.0.9', 'pybcj': '1.0.1', 'psutil': '5.9.3', 'texttable': '1.6.4', 'multivolumefile': '0.2.3', 'pyppmd': '0.18.3', 'pycryptodomex': '3.15.0', 'pyzstd': '0.15.3'}]",
